Ref Id,Course Name,Level,Duration (Weeks),Start,Fees,Age,Occupation,Education Background,Country,Rating,Complete or Not,Reason for Doing Course,Total Time Spent (Hours),Skills Gained,Did this course meet your expectations?,Did this course help you improve your skills?,Did you gain practical knowledge from this course?,Did the course content effectively cover the topics it promised?,Did this course help you improve your skills?,Were the materials and resources provided sufficient?,Would you recommend this course to others?,Did the course length feel appropriate for the content covered?,Did you experience any technical issues during the course?,Do you believe the course provided good value for the cost?,Would you recommend this course to others?
202309M,Data Analyst,Basic,4,15-09-2023,4499,31,Business,Master's,India,4,Yes,Devlopment,30,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
202401M,UX/UI Designer,Intermediate,6,15-01-2024,6499,35,Job,Bachelor's,India,4,Yes,Change in field,48,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes
202408M,Machine Learning,Basic,4,01-08-2024,4499,26,Job,High School,India,2,Yes,Job,24,"Azure, Pytorch, Chat Gpt",No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No
202201F,Web Development,Intermediate,6,01-01-2022,6499,34,Business,Master's,India,4,Yes,Devlopment,33,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
202208F,Digital Marketing,Intermediate,6,15-08-2022,6499,28,Freelancer,Master's,India,5,Yes,Change in field,39,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202402F,Data Science,Intermediate,6,01-02-2024,6499,21,Student,High School,India,2,Yes,Job,48,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes
202306M,Data Science,Intermediate,6,15-06-2023,6499,28,Freelancer,Master's,India,3,Yes,Devlopment,32,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes
202204M,Digital Marketing,Intermediate,6,15-04-2022,6499,25,Fresher,High School,India,2,Yes,Devlopment,47,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
202406M,Digital Marketing,Intermediate,6,15-06-2024,6499,31,Job,High School,India,5,Yes,Change in field,46,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
202409F,Data Science,Advanced,6,01-09-2024,8499,21,Fresher,High School,India,4,Yes,Job,37,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202305M,Data Analyst,Basic,4,01-05-2023,4499,35,Business,Master's,India,4,Yes,Promotion,33,"Tableau, Advanced Mathematics, Excel",Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No
202308F,Data Analyst,Basic,4,01-08-2023,4499,29,Job,High School,India,3,Yes,Promotion,16,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
202310F,Data Science,Basic,4,15-10-2023,4499,24,Student,High School,India,2,Yes,Job,44,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No
202203M,Machine Learning,Intermediate,6,15-03-2022,6499,31,Job,Master's,India,5,Yes,Job,55,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
202403F,Web Development,Basic,4,15-03-2024,4499,35,Business,Master's,India,5,Yes,Devlopment,20,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
202205M,Data Analyst,Basic,4,01-05-2022,4499,26,Fresher,Bachelor's,India,3,Yes,Devlopment,20,"Tableau, Advanced Mathematics, Excel",No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
202304F,Data Analyst,Basic,4,15-04-2023,4499,33,Job,Master's,India,2,Yes,Promotion,26,"Tableau, Advanced Mathematics, Excel",No,No,No,Yes,No,No,No,No,No,No,No
202401M,Web Development,Advanced,6,01-01-2024,8499,32,Fresher,Master's,India,3,Yes,Job,46,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
202310M,Machine Learning,Intermediate,6,01-10-2023,6499,35,Job,Bachelor's,India,4,Yes,Promotion,53,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202308M,Data Science,Intermediate,6,01-08-2023,6499,27,Business,Bachelor's,India,4,Yes,Devlopment,44,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
202203F,Data Analyst,Basic,4,01-03-2022,4499,37,Business,Bachelor's,India,3,Yes,Job,32,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
202209M,Data Analyst,Basic,4,01-09-2022,4499,32,Job,Bachelor's,India,5,Yes,Promotion,19,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
202204F,Data Science,Basic,4,01-04-2022,4499,25,Student,High School,India,5,Yes,Job,18,"Adobe XD, Sketch, Figma,Axure",Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
202308M,Data Science,Basic,4,01-08-2023,4499,25,Student,Bachelor's,India,3,Yes,Job,30,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
202404M,Data Analyst,Basic,4,01-04-2024,4499,24,Student,High School,India,2,Yes,Change in field,30,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,No,No,Yes,No,No,No,No,No,Yes,No
202206M,Digital Marketing,Intermediate,6,15-06-2022,6499,19,Fresher,High School,India,5,Yes,Promotion,37,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
202208M,Data Analyst,Basic,4,15-08-2022,4499,28,Business,Bachelor's,India,2,Yes,Change in field,26,"Tableau, Advanced Mathematics, Excel",Yes,No,No,No,No,No,Yes,No,Yes,Yes,No
202207F,Data Analyst,Advanced,6,15-07-2022,8499,25,Freelancer,Master's,India,5,Yes,Job,33,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202305M,UX/UI Designer,Intermediate,6,15-05-2023,6499,31,Job,Bachelor's,India,5,Yes,Promotion,31,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes
202403M,Data Science,Intermediate,6,15-03-2024,6499,36,Business,High School,India,5,Yes,Change in field,52,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No
202311M,Data Science,Intermediate,6,15-11-2023,6499,22,Student,High School,India,2,Yes,Job,40,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
202208F,Data Science,Basic,4,01-08-2022,4499,24,Student,High School,India,3,Yes,Job,34,"Adobe XD, Sketch, Figma,Axure",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
202201M,Data Analyst,Basic,4,15-01-2022,4499,24,Fresher,Master's,India,4,Yes,Job,29,"Tableau, Advanced Mathematics, Excel",Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
202307F,Data Analyst,Advanced,6,15-07-2023,8499,31,Business,Bachelor's,India,4,Yes,Devlopment,39,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No
202407F,Data Science,Basic,4,15-07-2024,4499,25,Student,Bachelor's,India,5,Yes,Job,55,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202408M,Digital Marketing,Intermediate,6,01-08-2024,6499,31,Business,Master's,India,4,Yes,Change in field,45,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202207M,UX/UI Designer,Advanced,6,15-07-2022,8499,36,Job,Master's,India,2,Yes,Promotion,51,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",No,No,No,No,No,No,Yes,No,No,Yes,Yes
202207M,Data Science,Basic,4,01-07-2022,4499,25,Student,Master's,India,3,Yes,Job,25,"Azure, Pytorch, Chat Gpt",Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes
202305M,UX/UI Designer,Advanced,6,15-05-2023,8499,35,Freelancer,High School,India,3,Yes,Devlopment,50,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes
202401M,Web Development,Basic,4,01-01-2024,4499,31,Business,High School,India,5,Yes,Change in field,23,"Azure, Pytorch, Chat Gpt",Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
202206M,Data Science,Intermediate,6,01-06-2022,6499,25,Student,Bachelor's,India,5,Yes,Job,51,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes
202202F,Digital Marketing,Intermediate,6,01-02-2022,6499,37,Job,Bachelor's,India,5,Yes,Promotion,41,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
202307F,Data Science,Basic,4,15-07-2023,4499,19,Student,High School,India,5,Yes,Job,45,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No
202312F,Data Science,Basic,4,01-12-2023,4499,18,Student,Master's,Canada,2,Yes,Job,49,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,No,No,Yes,No,Yes,Yes,No,No
202307F,Digital Marketing,Intermediate,6,01-07-2023,6499,36,Business,Bachelor's,India,5,Yes,Promotion,38,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes
202212F,Data Science,Basic,4,15-12-2022,4499,26,Job,High School,India,3,Yes,Promotion,34,"Tableau, Advanced Mathematics, Excel",Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No
202305M,Machine Learning,Basic,4,15-05-2023,4499,37,Job,High School,India,5,Yes,Promotion,18,"Azure, Pytorch, Chat Gpt",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
202403F,Data Science,Intermediate,6,01-03-2024,6499,33,Business,High School,India,5,Yes,Promotion,35,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
202307M,UX/UI Designer,Basic,4,01-07-2023,4499,18,Fresher,Master's,USA,3,Yes,Job,20,"Adobe XD, Sketch, Figma,Axure",Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes
202408M,Machine Learning,Basic,4,15-08-2024,4499,26,Job,Bachelor's,India,4,Yes,Promotion,32,"Azure, Pytorch, Chat Gpt",No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes
202311M,Digital Marketing,Advanced,6,15-11-2023,8499,27,Freelancer,Master's,India,4,Yes,Change in field,43,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202402M,Digital Marketing,Intermediate,6,01-02-2024,6499,36,Job,Bachelor's,USA,3,Yes,Promotion,47,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
202302M,Data Analyst,Intermediate,6,15-02-2023,6499,29,Job,High School,India,2,Yes,Promotion,52,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,No,No,Yes,No,No,Yes,Yes,No,Yes
202302M,Web Development,Advanced,6,01-02-2023,8499,26,Business,High School,India,4,Yes,Change in field,53,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202203M,UX/UI Designer,Basic,4,01-03-2022,4499,30,Freelancer,Master's,India,2,Yes,Devlopment,21,"Adobe XD, Sketch, Figma,Axure",No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
202211F,Data Science,Advanced,6,01-11-2022,8499,30,Business,Bachelor's,UK,2,Yes,Devlopment,42,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",No,Yes,No,No,No,Yes,No,Yes,No,No,Yes
202405F,Web Development,Intermediate,6,15-05-2024,6499,31,Business,High School,India,3,Yes,Job,47,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
202210M,Data Science,Basic,4,15-10-2022,4499,24,Fresher,Master's,India,3,Yes,Job,29,"Tableau, Advanced Mathematics, Excel",Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
202210M,Web Development,Basic,4,01-10-2022,4499,27,Business,Bachelor's,India,5,Yes,Devlopment,30,"Adobe XD, Sketch, Figma,Axure",Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
202310F,Digital Marketing,Intermediate,6,01-10-2023,6499,28,Job,Bachelor's,India,4,Yes,Promotion,26,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
202303F,Data Analyst,Intermediate,6,15-03-2023,6499,26,Job,Bachelor's,USA,5,Yes,Change in field,30,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202307M,Digital Marketing,Basic,4,01-07-2023,4499,31,Fresher,High School,USA,2,Yes,Promotion,19,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No
202404M,Data Science,Basic,4,01-04-2024,4499,23,Student,Master's,India,5,Yes,Promotion,32,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
202207F,Data Science,Intermediate,6,15-07-2022,6499,21,Student,High School,India,3,Yes,Change in field,47,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
202310M,Machine Learning,Intermediate,6,01-10-2023,6499,32,Freelancer,Master's,India,5,Yes,Devlopment,44,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
202301M,Web Development,Advanced,6,01-01-2023,8499,36,Business,Master's,India,5,Yes,Promotion,40,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting, Framer, Marvel, HTML/CSS/JavaScript basics ",Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
202406M,Web Development,Basic,4,01-06-2024,4499,27,Business,High School,Germany,5,Yes,Change in field,34,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes
202407F,Digital Marketing,Intermediate,6,15-07-2024,6499,27,Fresher,High School,India,5,Yes,Job,39,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes
202311F,Digital Marketing,Basic,4,15-11-2023,4499,35,Business,Master's,India,3,Yes,Devlopment,31,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
202311M,Web Development,Basic,4,15-11-2023,4499,33,Business,Bachelor's,Germany,3,Yes,Job,33,"Azure, Pytorch, Chat Gpt",No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
202309M,Data Analyst,Basic,4,01-09-2023,4499,31,Business,High School,India,5,Yes,Change in field,34,"Tableau, Advanced Mathematics, Excel",Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes
202403M,Digital Marketing,Basic,4,01-03-2024,4499,22,Fresher,Master's,UK,3,Yes,Job,34,"Google Key, Google Analytics, Word Press, Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization",Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
202205F,Data Analyst,Intermediate,6,01-05-2022,6499,29,Job,High School,India,5,Yes,Promotion,52,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
202308F,Data Analyst,Intermediate,6,01-08-2023,6499,25,Student,Master's,India,3,Yes,Promotion,36,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI",No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
202310F,Data Analyst,Basic,4,15-10-2023,4499,26,Business,High School,India,3,Yes,Job,34,"Tableau, Advanced Mathematics, Excel",Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes
202307M,Machine Learning,Advanced,6,15-07-2023,8499,29,Job,High School,India,3,Yes,Promotion,41,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak, Keras, H2O.ai, Big ML, Amazon Sagmakar",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
202404F,Web Development,Intermediate,6,15-04-2024,6499,26,Business,High School,India,5,Yes,Devlopment,36,"Azure, Pytorch, Chat Gpt, Tenser Flow, Vector AI, Weak",Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
202308F,Data Science,Basic,4,15-08-2023,4499,21,Freelancer,Bachelor's,India,4,Yes,Devlopment,20,"Tableau, Advanced Mathematics, Excel",No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes
202403M,UX/UI Designer,Intermediate,6,15-03-2024,6499,29,Job,Master's,India,2,Yes,Job,31,"Adobe XD, Sketch, Figma,Axure, InVision, Zeplin, UserTesting",Yes,No,No,Yes,No,No,No,No,No,No,No
202306M,Web Development,Advanced,6,01-06-2023,8499,36,Business,Master's,India,2,Yes,Change in field,44,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No
202204F,Data Science,Basic,4,01-04-2022,4499,25,Student,High School,Canada,5,Yes,Change in field,49,"Google Key, Google Analytics, Word Press, Canva, Blogger, Youtube, Yoast, Similar Web, Meta/Facebook, Pintrist Introduction to Digital Marketing, Website Planning Process, Keyword Research and Content Writing, Search Engine Optimization, ON PAGE SEO ( Auditing of website), Off-Page SEO Essentials",Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
202205M,Data Science,Basic,4,15-05-2022,4499,19,Student,Bachelor's,India,5,Yes,Job,31,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
202204M,Web Development,Intermediate,6,01-04-2022,6499,22,Fresher,Master's,India,3,Yes,Devlopment,33,"Web Fundamentals, Learn JavaScript and jQuery, Backend Development (Server-Side Programming), Data Management and Storage, React (Front End library and framework), Version Control and Collaboration",No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
202406F,Data Analyst,Basic,4,01-06-2024,4499,24,Student,Bachelor's,India,5,Yes,Promotion,45,"Tableau, Advanced Mathematics, Excel, Pythone,  Power BI, Advance Excel ",Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes
